"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"crate-glob-0.3.1.tar.gz","crate-glob-0.3.1.tar.gz","","","aarch64-linux","/nix/store/5x6w3r9caplshb104swggdzl4xs19pzc-crate-glob-0.3.1.tar.gz","['/nix/store/5x6w3r9caplshb104swggdzl4xs19pzc-crate-glob-0.3.1.tar.gz']","/nix/store/8zyddcgjxjl0bwgzbmmzv9xgjj2ngr3q-crate-glob-0.3.1.tar.gz.drv","cpe:2.3:a:crate-glob-0.3.1.tar.gz:crate-glob-0.3.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-glob-0.3.1.tar.gz","https://crates.io/api/v1/crates/glob/0.3.1/download","","","","","","","",""
"crate-group-0.12.1.tar.gz","crate-group-0.12.1.tar.gz","","","aarch64-linux","/nix/store/bi2qwlgrc1zgvd7n2n6qiaqf37wg3qf3-crate-group-0.12.1.tar.gz","['/nix/store/bi2qwlgrc1zgvd7n2n6qiaqf37wg3qf3-crate-group-0.12.1.tar.gz']","/nix/store/j9f7plzbrjhl1v8d8scqrj87w6y52ick-crate-group-0.12.1.tar.gz.drv","cpe:2.3:a:crate-group-0.12.1.tar.gz:crate-group-0.12.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-group-0.12.1.tar.gz","https://crates.io/api/v1/crates/group/0.12.1/download","","","","","","","",""
"crate-group-0.13.0.tar.gz","crate-group-0.13.0.tar.gz","","","aarch64-linux","/nix/store/c6w8kyn8a1aw0swa03d7qinv0psm92r2-crate-group-0.13.0.tar.gz","['/nix/store/c6w8kyn8a1aw0swa03d7qinv0psm92r2-crate-group-0.13.0.tar.gz']","/nix/store/zdhx5pbljnmambv143jcn1xmdzdlax09-crate-group-0.13.0.tar.gz.drv","cpe:2.3:a:crate-group-0.13.0.tar.gz:crate-group-0.13.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-group-0.13.0.tar.gz","https://crates.io/api/v1/crates/group/0.13.0/download","","","","","","","",""
"crate-h2-0.3.26.tar.gz","crate-h2-0.3.26.tar.gz","","","aarch64-linux","/nix/store/4hf7cd8zb2cypfkvxx1ci4ypas2hcdh1-crate-h2-0.3.26.tar.gz","['/nix/store/4hf7cd8zb2cypfkvxx1ci4ypas2hcdh1-crate-h2-0.3.26.tar.gz']","/nix/store/rvh1nm0wjzms9qz752f9084i9lh9az8a-crate-h2-0.3.26.tar.gz.drv","cpe:2.3:a:crate-h2-0.3.26.tar.gz:crate-h2-0.3.26.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-h2-0.3.26.tar.gz","https://crates.io/api/v1/crates/h2/0.3.26/download","","","","","","","",""
"crate-h2-0.4.5.tar.gz","crate-h2-0.4.5.tar.gz","","","aarch64-linux","/nix/store/3xf154bbvqrgicllffp571ws3bjqh1a9-crate-h2-0.4.5.tar.gz","['/nix/store/3xf154bbvqrgicllffp571ws3bjqh1a9-crate-h2-0.4.5.tar.gz']","/nix/store/4h98hz93fg0syhll5zwf0kh5bqqdbpl0-crate-h2-0.4.5.tar.gz.drv","cpe:2.3:a:crate-h2-0.4.5.tar.gz:crate-h2-0.4.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-h2-0.4.5.tar.gz","https://crates.io/api/v1/crates/h2/0.4.5/download","","","","","","","",""
"crate-half-1.8.3.tar.gz","crate-half-1.8.3.tar.gz","","","aarch64-linux","/nix/store/xc349ldvfiyfv8gnlnwimdl08igpn0zl-crate-half-1.8.3.tar.gz","['/nix/store/xc349ldvfiyfv8gnlnwimdl08igpn0zl-crate-half-1.8.3.tar.gz']","/nix/store/l1r8lin1yw07i00wvn81zmkf7qx99y18-crate-half-1.8.3.tar.gz.drv","cpe:2.3:a:crate-half-1.8.3.tar.gz:crate-half-1.8.3.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-half-1.8.3.tar.gz","https://crates.io/api/v1/crates/half/1.8.3/download","","","","","","","",""
"crate-half-2.4.1.tar.gz","crate-half-2.4.1.tar.gz","","","aarch64-linux","/nix/store/97y3sc78prky5z3pj49l1s0d53wgsfb6-crate-half-2.4.1.tar.gz","['/nix/store/97y3sc78prky5z3pj49l1s0d53wgsfb6-crate-half-2.4.1.tar.gz']","/nix/store/2his0i7xmfnk0z9vyj3d18n1vn2ys188-crate-half-2.4.1.tar.gz.drv","cpe:2.3:a:crate-half-2.4.1.tar.gz:crate-half-2.4.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-half-2.4.1.tar.gz","https://crates.io/api/v1/crates/half/2.4.1/download","","","","","","","",""
"crate-hash32-0.2.1.tar.gz","crate-hash32-0.2.1.tar.gz","","","aarch64-linux","/nix/store/95zlm6jyq3l8ngkjjkzdyv6dv71vksn8-crate-hash32-0.2.1.tar.gz","['/nix/store/95zlm6jyq3l8ngkjjkzdyv6dv71vksn8-crate-hash32-0.2.1.tar.gz']","/nix/store/zdm40xlin2808cjpm1p9vvc84bvhx3ix-crate-hash32-0.2.1.tar.gz.drv","cpe:2.3:a:crate-hash32-0.2.1.tar.gz:crate-hash32-0.2.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hash32-0.2.1.tar.gz","https://crates.io/api/v1/crates/hash32/0.2.1/download","","","","","","","",""
"crate-hashbrown-0.12.3.tar.gz","crate-hashbrown-0.12.3.tar.gz","","","aarch64-linux","/nix/store/vsg1yqcy15m0xl64g2x45sqvqmhr1y93-crate-hashbrown-0.12.3.tar.gz","['/nix/store/vsg1yqcy15m0xl64g2x45sqvqmhr1y93-crate-hashbrown-0.12.3.tar.gz']","/nix/store/0zc7aj84y92xydqfbirkbhij4sjb1h75-crate-hashbrown-0.12.3.tar.gz.drv","cpe:2.3:a:crate-hashbrown-0.12.3.tar.gz:crate-hashbrown-0.12.3.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hashbrown-0.12.3.tar.gz","https://crates.io/api/v1/crates/hashbrown/0.12.3/download","","","","","","","",""
"crate-hashbrown-0.13.2.tar.gz","crate-hashbrown-0.13.2.tar.gz","","","aarch64-linux","/nix/store/239sga9x8sygslwgddwxw15pcjfpgps4-crate-hashbrown-0.13.2.tar.gz","['/nix/store/239sga9x8sygslwgddwxw15pcjfpgps4-crate-hashbrown-0.13.2.tar.gz']","/nix/store/3zzy22qcv3lvbn3dw13965dl91c4da3y-crate-hashbrown-0.13.2.tar.gz.drv","cpe:2.3:a:crate-hashbrown-0.13.2.tar.gz:crate-hashbrown-0.13.2.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hashbrown-0.13.2.tar.gz","https://crates.io/api/v1/crates/hashbrown/0.13.2/download","","","","","","","",""
"crate-hashbrown-0.14.5.tar.gz","crate-hashbrown-0.14.5.tar.gz","","","aarch64-linux","/nix/store/sy3gxqs0x0bs1ypk9fwi3msvaljg8qcz-crate-hashbrown-0.14.5.tar.gz","['/nix/store/sy3gxqs0x0bs1ypk9fwi3msvaljg8qcz-crate-hashbrown-0.14.5.tar.gz']","/nix/store/icpz9vlw980kvdjjhwjg9fk90ih750m6-crate-hashbrown-0.14.5.tar.gz.drv","cpe:2.3:a:crate-hashbrown-0.14.5.tar.gz:crate-hashbrown-0.14.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hashbrown-0.14.5.tar.gz","https://crates.io/api/v1/crates/hashbrown/0.14.5/download","","","","","","","",""
"crate-heapless-0.7.17.tar.gz","crate-heapless-0.7.17.tar.gz","","","aarch64-linux","/nix/store/srrp35i3y3wxdjwcvkyvn1bfg22nk7j1-crate-heapless-0.7.17.tar.gz","['/nix/store/srrp35i3y3wxdjwcvkyvn1bfg22nk7j1-crate-heapless-0.7.17.tar.gz']","/nix/store/9bzzjplbcqmxf75bcy0qgqqxcd3b8y6h-crate-heapless-0.7.17.tar.gz.drv","cpe:2.3:a:crate-heapless-0.7.17.tar.gz:crate-heapless-0.7.17.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-heapless-0.7.17.tar.gz","https://crates.io/api/v1/crates/heapless/0.7.17/download","","","","","","","",""
"crate-heck-0.4.1.tar.gz","crate-heck-0.4.1.tar.gz","","","aarch64-linux","/nix/store/d2j50ls96w4d8rz8flpk3ia6y78nxmqy-crate-heck-0.4.1.tar.gz","['/nix/store/d2j50ls96w4d8rz8flpk3ia6y78nxmqy-crate-heck-0.4.1.tar.gz']","/nix/store/jqx871dxn0im3zw3p807lb8c714h6cwd-crate-heck-0.4.1.tar.gz.drv","cpe:2.3:a:crate-heck-0.4.1.tar.gz:crate-heck-0.4.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-heck-0.4.1.tar.gz","https://crates.io/api/v1/crates/heck/0.4.1/download","","","","","","","",""
"crate-heck-0.5.0.tar.gz","crate-heck-0.5.0.tar.gz","","","aarch64-linux","/nix/store/h2czacfk5zqvzvqclh3c1dh6xxiwwhcd-crate-heck-0.5.0.tar.gz","['/nix/store/h2czacfk5zqvzvqclh3c1dh6xxiwwhcd-crate-heck-0.5.0.tar.gz']","/nix/store/jpsv9yjijlnn4j2ybwzv6vcj74jkbikp-crate-heck-0.5.0.tar.gz.drv","cpe:2.3:a:crate-heck-0.5.0.tar.gz:crate-heck-0.5.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-heck-0.5.0.tar.gz","https://crates.io/api/v1/crates/heck/0.5.0/download","","","","","","","",""
"crate-hermit-abi-0.1.19.tar.gz","crate-hermit-abi-0.1.19.tar.gz","","","aarch64-linux","/nix/store/q08kckx6vzd2qhwc8d65pyh6q6aj5m77-crate-hermit-abi-0.1.19.tar.gz","['/nix/store/q08kckx6vzd2qhwc8d65pyh6q6aj5m77-crate-hermit-abi-0.1.19.tar.gz']","/nix/store/rs0shhdj23121zwf7jflmgy6j13gayai-crate-hermit-abi-0.1.19.tar.gz.drv","cpe:2.3:a:crate-hermit-abi-0.1.19.tar.gz:crate-hermit-abi-0.1.19.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hermit-abi-0.1.19.tar.gz","https://crates.io/api/v1/crates/hermit-abi/0.1.19/download","","","","","","","",""
"crate-hermit-abi-0.3.9.tar.gz","crate-hermit-abi-0.3.9.tar.gz","","","aarch64-linux","/nix/store/w9qric7yjifpc9l91vw7dz6hzy9f8pj0-crate-hermit-abi-0.3.9.tar.gz","['/nix/store/w9qric7yjifpc9l91vw7dz6hzy9f8pj0-crate-hermit-abi-0.3.9.tar.gz']","/nix/store/c9yj5qvlbx5hzxyqm95d7mm674w90wm2-crate-hermit-abi-0.3.9.tar.gz.drv","cpe:2.3:a:crate-hermit-abi-0.3.9.tar.gz:crate-hermit-abi-0.3.9.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hermit-abi-0.3.9.tar.gz","https://crates.io/api/v1/crates/hermit-abi/0.3.9/download","","","","","","","",""
"crate-hex-0.4.3.tar.gz","crate-hex-0.4.3.tar.gz","","","aarch64-linux","/nix/store/bwlrr0al7g1c2dn2xbhd6d9qrbjdhkh9-crate-hex-0.4.3.tar.gz","['/nix/store/bwlrr0al7g1c2dn2xbhd6d9qrbjdhkh9-crate-hex-0.4.3.tar.gz']","/nix/store/nmsjb66xcajnzdvfwi3jximambc3crrw-crate-hex-0.4.3.tar.gz.drv","cpe:2.3:a:crate-hex-0.4.3.tar.gz:crate-hex-0.4.3.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hex-0.4.3.tar.gz","https://crates.io/api/v1/crates/hex/0.4.3/download","","","","","","","",""
"crate-hkdf-0.12.4.tar.gz","crate-hkdf-0.12.4.tar.gz","","","aarch64-linux","/nix/store/ycijr4sa93hjvdvy57awlqjd0kangxn5-crate-hkdf-0.12.4.tar.gz","['/nix/store/ycijr4sa93hjvdvy57awlqjd0kangxn5-crate-hkdf-0.12.4.tar.gz']","/nix/store/455jp20m7xv2ncrcwm0nq7jibdq9q4x9-crate-hkdf-0.12.4.tar.gz.drv","cpe:2.3:a:crate-hkdf-0.12.4.tar.gz:crate-hkdf-0.12.4.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hkdf-0.12.4.tar.gz","https://crates.io/api/v1/crates/hkdf/0.12.4/download","","","","","","","",""
"crate-hmac-0.12.1.tar.gz","crate-hmac-0.12.1.tar.gz","","","aarch64-linux","/nix/store/h77nnzs4ckr42jcbnm3jxqivbm152pa9-crate-hmac-0.12.1.tar.gz","['/nix/store/h77nnzs4ckr42jcbnm3jxqivbm152pa9-crate-hmac-0.12.1.tar.gz']","/nix/store/cs573r0wkzqkpqxy3181i10jijzyqlzq-crate-hmac-0.12.1.tar.gz.drv","cpe:2.3:a:crate-hmac-0.12.1.tar.gz:crate-hmac-0.12.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hmac-0.12.1.tar.gz","https://crates.io/api/v1/crates/hmac/0.12.1/download","","","","","","","",""
"crate-hmac-sha1-compact-1.1.4.tar.gz","crate-hmac-sha1-compact-1.1.4.tar.gz","","","aarch64-linux","/nix/store/7h8wa1kj3y5rqfsfnx0r376vcssanlfi-crate-hmac-sha1-compact-1.1.4.tar.gz","['/nix/store/7h8wa1kj3y5rqfsfnx0r376vcssanlfi-crate-hmac-sha1-compact-1.1.4.tar.gz']","/nix/store/1phg305434vj3srzi3j6w536dnl7wfjd-crate-hmac-sha1-compact-1.1.4.tar.gz.drv","cpe:2.3:a:crate-hmac-sha1-compact-1.1.4.tar.gz:crate-hmac-sha1-compact-1.1.4.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hmac-sha1-compact-1.1.4.tar.gz","https://crates.io/api/v1/crates/hmac-sha1-compact/1.1.4/download","","","","","","","",""
"crate-hmac-sha256-1.1.7.tar.gz","crate-hmac-sha256-1.1.7.tar.gz","","","aarch64-linux","/nix/store/vsw3x4jfyy7jlc68qdrdcpq467v47p6g-crate-hmac-sha256-1.1.7.tar.gz","['/nix/store/vsw3x4jfyy7jlc68qdrdcpq467v47p6g-crate-hmac-sha256-1.1.7.tar.gz']","/nix/store/g34c9ncl5hzsbcd89jdsk2vq6vlym0pb-crate-hmac-sha256-1.1.7.tar.gz.drv","cpe:2.3:a:crate-hmac-sha256-1.1.7.tar.gz:crate-hmac-sha256-1.1.7.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hmac-sha256-1.1.7.tar.gz","https://crates.io/api/v1/crates/hmac-sha256/1.1.7/download","","","","","","","",""
"crate-hmac-sha512-1.1.5.tar.gz","crate-hmac-sha512-1.1.5.tar.gz","","","aarch64-linux","/nix/store/0didd91lmhf94myak6506hdzrpg4ijn7-crate-hmac-sha512-1.1.5.tar.gz","['/nix/store/0didd91lmhf94myak6506hdzrpg4ijn7-crate-hmac-sha512-1.1.5.tar.gz']","/nix/store/f1haa5x46v19zdipnfx2m5g4s1b1sq5h-crate-hmac-sha512-1.1.5.tar.gz.drv","cpe:2.3:a:crate-hmac-sha512-1.1.5.tar.gz:crate-hmac-sha512-1.1.5.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hmac-sha512-1.1.5.tar.gz","https://crates.io/api/v1/crates/hmac-sha512/1.1.5/download","","","","","","","",""
"crate-hostname-0.3.1.tar.gz","crate-hostname-0.3.1.tar.gz","","","aarch64-linux","/nix/store/8sclq5b8y0z1i2nxy3n7qbf5q6y3762p-crate-hostname-0.3.1.tar.gz","['/nix/store/8sclq5b8y0z1i2nxy3n7qbf5q6y3762p-crate-hostname-0.3.1.tar.gz']","/nix/store/ir84ylmyz9nznzdj1yj97m9c92w957xh-crate-hostname-0.3.1.tar.gz.drv","cpe:2.3:a:crate-hostname-0.3.1.tar.gz:crate-hostname-0.3.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hostname-0.3.1.tar.gz","https://crates.io/api/v1/crates/hostname/0.3.1/download","","","","","","","",""
"crate-http-0.2.12.tar.gz","crate-http-0.2.12.tar.gz","","","aarch64-linux","/nix/store/s72nxm7knr2a4vapw5d5xil0q09yfi66-crate-http-0.2.12.tar.gz","['/nix/store/s72nxm7knr2a4vapw5d5xil0q09yfi66-crate-http-0.2.12.tar.gz']","/nix/store/1i86n8vcvwlfx5rq7zy3ykz07m7bc2iw-crate-http-0.2.12.tar.gz.drv","cpe:2.3:a:crate-http-0.2.12.tar.gz:crate-http-0.2.12.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-http-0.2.12.tar.gz","https://crates.io/api/v1/crates/http/0.2.12/download","","","","","","","",""
"crate-http-1.1.0.tar.gz","crate-http-1.1.0.tar.gz","","","aarch64-linux","/nix/store/5b8c4jvm37q45dwid5kgq6gfwjixi512-crate-http-1.1.0.tar.gz","['/nix/store/5b8c4jvm37q45dwid5kgq6gfwjixi512-crate-http-1.1.0.tar.gz']","/nix/store/4qsb5z11v0cywrj06qh3jqicz2i1wpdz-crate-http-1.1.0.tar.gz.drv","cpe:2.3:a:crate-http-1.1.0.tar.gz:crate-http-1.1.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-http-1.1.0.tar.gz","https://crates.io/api/v1/crates/http/1.1.0/download","","","","","","","",""
"crate-http-body-0.4.6.tar.gz","crate-http-body-0.4.6.tar.gz","","","aarch64-linux","/nix/store/6i1av991zvjfxcgs8pqbjgsdh9491z69-crate-http-body-0.4.6.tar.gz","['/nix/store/6i1av991zvjfxcgs8pqbjgsdh9491z69-crate-http-body-0.4.6.tar.gz']","/nix/store/r2112mdww2zkc9bzyzl804w6rh9dwyqs-crate-http-body-0.4.6.tar.gz.drv","cpe:2.3:a:crate-http-body-0.4.6.tar.gz:crate-http-body-0.4.6.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-http-body-0.4.6.tar.gz","https://crates.io/api/v1/crates/http-body/0.4.6/download","","","","","","","",""
"crate-http-body-1.0.0.tar.gz","crate-http-body-1.0.0.tar.gz","","","aarch64-linux","/nix/store/dn01w3gr68vcanvaz3ch8700r742g3b7-crate-http-body-1.0.0.tar.gz","['/nix/store/dn01w3gr68vcanvaz3ch8700r742g3b7-crate-http-body-1.0.0.tar.gz']","/nix/store/algaxvx5aq19k2xizd69r86vwfl0fsn8-crate-http-body-1.0.0.tar.gz.drv","cpe:2.3:a:crate-http-body-1.0.0.tar.gz:crate-http-body-1.0.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-http-body-1.0.0.tar.gz","https://crates.io/api/v1/crates/http-body/1.0.0/download","","","","","","","",""
"crate-http-body-util-0.1.1.tar.gz","crate-http-body-util-0.1.1.tar.gz","","","aarch64-linux","/nix/store/6hmbfzzv26acbc1sbrg46mjc1dd96kwq-crate-http-body-util-0.1.1.tar.gz","['/nix/store/6hmbfzzv26acbc1sbrg46mjc1dd96kwq-crate-http-body-util-0.1.1.tar.gz']","/nix/store/49vdc3gw3yz23yklxxpqwqsaf5wv0mmx-crate-http-body-util-0.1.1.tar.gz.drv","cpe:2.3:a:crate-http-body-util-0.1.1.tar.gz:crate-http-body-util-0.1.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-http-body-util-0.1.1.tar.gz","https://crates.io/api/v1/crates/http-body-util/0.1.1/download","","","","","","","",""
"crate-http-types-2.12.0.tar.gz","crate-http-types-2.12.0.tar.gz","","","aarch64-linux","/nix/store/1mpj07s117ap105fhqfjmwhc8qrp7nwn-crate-http-types-2.12.0.tar.gz","['/nix/store/1mpj07s117ap105fhqfjmwhc8qrp7nwn-crate-http-types-2.12.0.tar.gz']","/nix/store/kwrkp0l13vf8haqmllf9ghwdr8isv3vj-crate-http-types-2.12.0.tar.gz.drv","cpe:2.3:a:crate-http-types-2.12.0.tar.gz:crate-http-types-2.12.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-http-types-2.12.0.tar.gz","https://crates.io/api/v1/crates/http-types/2.12.0/download","","","","","","","",""
"crate-httparse-1.8.0.tar.gz","crate-httparse-1.8.0.tar.gz","","","aarch64-linux","/nix/store/bcj1yrr2bq3sf2sd543cih3vwdg58r93-crate-httparse-1.8.0.tar.gz","['/nix/store/bcj1yrr2bq3sf2sd543cih3vwdg58r93-crate-httparse-1.8.0.tar.gz']","/nix/store/fhsnfpkk7h98bli26z19xdk4nxk2g03s-crate-httparse-1.8.0.tar.gz.drv","cpe:2.3:a:crate-httparse-1.8.0.tar.gz:crate-httparse-1.8.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-httparse-1.8.0.tar.gz","https://crates.io/api/v1/crates/httparse/1.8.0/download","","","","","","","",""
"crate-httpdate-1.0.3.tar.gz","crate-httpdate-1.0.3.tar.gz","","","aarch64-linux","/nix/store/9iyj04mqamgqq195isbgfmyyi7har0j8-crate-httpdate-1.0.3.tar.gz","['/nix/store/9iyj04mqamgqq195isbgfmyyi7har0j8-crate-httpdate-1.0.3.tar.gz']","/nix/store/9jrcilnm6amn1s75qbj4kbl4678x7n6l-crate-httpdate-1.0.3.tar.gz.drv","cpe:2.3:a:crate-httpdate-1.0.3.tar.gz:crate-httpdate-1.0.3.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-httpdate-1.0.3.tar.gz","https://crates.io/api/v1/crates/httpdate/1.0.3/download","","","","","","","",""
"crate-hyper-0.14.28.tar.gz","crate-hyper-0.14.28.tar.gz","","","aarch64-linux","/nix/store/hk0pgyysijwbvg0d2756ill2cs9924l4-crate-hyper-0.14.28.tar.gz","['/nix/store/hk0pgyysijwbvg0d2756ill2cs9924l4-crate-hyper-0.14.28.tar.gz']","/nix/store/c2fr7n438cnghbckqj6wq1i6m7d0ykiv-crate-hyper-0.14.28.tar.gz.drv","cpe:2.3:a:crate-hyper-0.14.28.tar.gz:crate-hyper-0.14.28.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hyper-0.14.28.tar.gz","https://crates.io/api/v1/crates/hyper/0.14.28/download","","","","","","","",""
"crate-hyper-1.3.1.tar.gz","crate-hyper-1.3.1.tar.gz","","","aarch64-linux","/nix/store/jg3wjpwlfs56wx3zjv0y99vl2wiiggll-crate-hyper-1.3.1.tar.gz","['/nix/store/jg3wjpwlfs56wx3zjv0y99vl2wiiggll-crate-hyper-1.3.1.tar.gz']","/nix/store/ypr5x8cr9laxz7z4qmlalvs97y912l0q-crate-hyper-1.3.1.tar.gz.drv","cpe:2.3:a:crate-hyper-1.3.1.tar.gz:crate-hyper-1.3.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hyper-1.3.1.tar.gz","https://crates.io/api/v1/crates/hyper/1.3.1/download","","","","","","","",""
"crate-hyper-rustls-0.24.2.tar.gz","crate-hyper-rustls-0.24.2.tar.gz","","","aarch64-linux","/nix/store/ydcr8d2link8cvwl89yi5zn57c3rg4zj-crate-hyper-rustls-0.24.2.tar.gz","['/nix/store/ydcr8d2link8cvwl89yi5zn57c3rg4zj-crate-hyper-rustls-0.24.2.tar.gz']","/nix/store/8w3n8pfbk0fd3xqc1j1ak6i2rvinc8ld-crate-hyper-rustls-0.24.2.tar.gz.drv","cpe:2.3:a:crate-hyper-rustls-0.24.2.tar.gz:crate-hyper-rustls-0.24.2.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hyper-rustls-0.24.2.tar.gz","https://crates.io/api/v1/crates/hyper-rustls/0.24.2/download","","","","","","","",""
"crate-hyper-tls-0.5.0.tar.gz","crate-hyper-tls-0.5.0.tar.gz","","","aarch64-linux","/nix/store/3jsv8blr676aazjjds0d3dvcxbx5a67r-crate-hyper-tls-0.5.0.tar.gz","['/nix/store/3jsv8blr676aazjjds0d3dvcxbx5a67r-crate-hyper-tls-0.5.0.tar.gz']","/nix/store/4x0larjn1jcylzxp7ayai09lbrcpz7hv-crate-hyper-tls-0.5.0.tar.gz.drv","cpe:2.3:a:crate-hyper-tls-0.5.0.tar.gz:crate-hyper-tls-0.5.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hyper-tls-0.5.0.tar.gz","https://crates.io/api/v1/crates/hyper-tls/0.5.0/download","","","","","","","",""
"crate-hyper-tls-0.6.0.tar.gz","crate-hyper-tls-0.6.0.tar.gz","","","aarch64-linux","/nix/store/zki1x21z75ksc9dazi5f2bkvb3h4n0j0-crate-hyper-tls-0.6.0.tar.gz","['/nix/store/zki1x21z75ksc9dazi5f2bkvb3h4n0j0-crate-hyper-tls-0.6.0.tar.gz']","/nix/store/pp1xgb4bn35xdzr9g1ngv4rsqsrkafl0-crate-hyper-tls-0.6.0.tar.gz.drv","cpe:2.3:a:crate-hyper-tls-0.6.0.tar.gz:crate-hyper-tls-0.6.0.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hyper-tls-0.6.0.tar.gz","https://crates.io/api/v1/crates/hyper-tls/0.6.0/download","","","","","","","",""
"crate-hyper-util-0.1.3.tar.gz","crate-hyper-util-0.1.3.tar.gz","","","aarch64-linux","/nix/store/7wq1ccmpwqymqzm460jba3h3855xaja8-crate-hyper-util-0.1.3.tar.gz","['/nix/store/7wq1ccmpwqymqzm460jba3h3855xaja8-crate-hyper-util-0.1.3.tar.gz']","/nix/store/gjw0l92ja0cp7kx1qmhh4mrhisw7g2xx-crate-hyper-util-0.1.3.tar.gz.drv","cpe:2.3:a:crate-hyper-util-0.1.3.tar.gz:crate-hyper-util-0.1.3.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-hyper-util-0.1.3.tar.gz","https://crates.io/api/v1/crates/hyper-util/0.1.3/download","","","","","","","",""
"crate-iana-time-zone-0.1.60.tar.gz","crate-iana-time-zone-0.1.60.tar.gz","","","aarch64-linux","/nix/store/a177c2d179vz553nba8ljk2sbqzfv5ga-crate-iana-time-zone-0.1.60.tar.gz","['/nix/store/a177c2d179vz553nba8ljk2sbqzfv5ga-crate-iana-time-zone-0.1.60.tar.gz']","/nix/store/6nk5i5ip3d1s9s8yj60jzjp1dnh2qnnn-crate-iana-time-zone-0.1.60.tar.gz.drv","cpe:2.3:a:crate-iana-time-zone-0.1.60.tar.gz:crate-iana-time-zone-0.1.60.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-iana-time-zone-0.1.60.tar.gz","https://crates.io/api/v1/crates/iana-time-zone/0.1.60/download","","","","","","","",""
"crate-iana-time-zone-haiku-0.1.2.tar.gz","crate-iana-time-zone-haiku-0.1.2.tar.gz","","","aarch64-linux","/nix/store/kvmaggc11p6lpsg9ps1dk38vyk1r9l7q-crate-iana-time-zone-haiku-0.1.2.tar.gz","['/nix/store/kvmaggc11p6lpsg9ps1dk38vyk1r9l7q-crate-iana-time-zone-haiku-0.1.2.tar.gz']","/nix/store/fnws0bqfnyknx037pzadlvyq1z8d26y6-crate-iana-time-zone-haiku-0.1.2.tar.gz.drv","cpe:2.3:a:crate-iana-time-zone-haiku-0.1.2.tar.gz:crate-iana-time-zone-haiku-0.1.2.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-iana-time-zone-haiku-0.1.2.tar.gz","https://crates.io/api/v1/crates/iana-time-zone-haiku/0.1.2/download","","","","","","","",""
"crate-id-arena-2.2.1.tar.gz","crate-id-arena-2.2.1.tar.gz","","","aarch64-linux","/nix/store/88506dwj82m0din7am2240jfsqj1lrx2-crate-id-arena-2.2.1.tar.gz","['/nix/store/88506dwj82m0din7am2240jfsqj1lrx2-crate-id-arena-2.2.1.tar.gz']","/nix/store/mg0sa6zgjsfc8pjx1axfkghjj3bpy9jc-crate-id-arena-2.2.1.tar.gz.drv","cpe:2.3:a:crate-id-arena-2.2.1.tar.gz:crate-id-arena-2.2.1.tar.gz::*:*:*:*:*:*:*","pkg:nix/crate-id-arena-2.2.1.tar.gz","https://crates.io/api/v1/crates/id-arena/2.2.1/download","","","","","","","",""
